city,lat,lng,country,population
Munich,48.1372,11.5755,Germany,1471508.0
Yunfu,22.9242,112.0353,China,1470000.0
Huangshan,29.7132,118.3151,China,1470000.0
Yekaterinburg,56.8356,60.6128,Russia,1468833.0
Huazhou,32.6832,112.079,China,1468061.0
Auckland,-36.85,174.7833,New Zealand,1467800.0
Shiraz,29.61,52.5425,Iran,1460665.0
Pizhou,34.3422,118.0097,China,1458038.0
Leon de los Aldama,21.1167,-101.6833,Mexico,1454793.0
Palembang,-2.9833,104.7644,Indonesia,1452456.0
Kharkiv,50.0,36.2292,Ukraine,1446107.0
Lianjiang,21.6146,110.2794,China,1443099.0
Kawanakajima,35.53,139.705,Japan,1437266.0
Chizhou,30.6583,117.4849,China,1430000.0
Leizhou,20.9147,110.0806,China,1427664.0
Guyuan,36.008,106.2782,China,1426000.0
Rui'an,27.778,120.6526,China,1424667.0
Birstall,52.6736,-1.12,United Kingdom,1424216.0
Muscat,23.6139,58.5922,Oman,1421409.0
Hebi,35.7497,114.2887,China,1419000.0
Jingling,30.6667,113.1667,China,1418913.0
Bronx,40.8501,-73.8662,United States,1418207.0
The Hague,52.08,4.27,Netherlands,1406000.0
Owerri,5.4833,7.0333,Nigeria,1401873.0
Sharjah,25.3575,55.3919,United Arab Emirates,1400000.0
Ulaanbaatar,47.9203,106.9172,Mongolia,1396288.0
Faridabad,28.4333,77.3167,India,1394000.0
Goiania,-16.6789,-49.2539,Brazil,1393575.0
Belem,-1.4558,-48.5039,Brazil,1393399.0
Kayseri,38.7333,35.4833,Turkey,1389680.0
Yueqing,28.1188,120.9621,China,1389332.0
Pingdu,36.7833,119.9556,China,1378900.0
Belgrade,44.8167,20.4667,Serbia,1378682.0
Aurangabad,19.88,75.32,India,1371330.0
Yutan,28.3147,112.554,China,1368117.0
Wenling,28.3797,121.3718,China,1366794.0
Milwaukee,43.0642,-87.9673,United States,1365787.0
Islamabad,33.6989,73.0369,Pakistan,1365000.0
Sofia,42.6975,23.3241,Bulgaria,1355142.0
Milan,45.4669,9.19,Italy,1351562.0
Adelaide,-34.9289,138.6011,Australia,1345777.0
Samsun,41.2867,36.33,Turkey,1335716.0
Rajkot,22.2969,70.7984,India,1335397.0
Cordoba,-31.4167,-64.1833,Argentina,1329604.0
Guarulhos,-23.4667,-46.5333,Brazil,1324781.0
Prague,50.0833,14.4167,Czechia,1324277.0
Juarez,31.7386,-106.487,Mexico,1321004.0
Montevideo,-34.8667,-56.1667,Uruguay,1319108.0
Fuqing,25.7232,119.3735,China,1316000.0
Xintai,35.91,117.78,China,1315942.0
Doha,25.3,51.5333,Qatar,1312947.0
Khulna,22.8167,89.55,Bangladesh,1311100.0
Saitama,35.8617,139.6453,Japan,1307931.0
Hiroshima,34.3853,132.4553,Japan,1306589.0
Meerut,28.99,77.7,India,1305429.0
Yushu,44.8249,126.5451,China,1304436.0
Rongcheng,26.2312,104.0966,China,1302891.0
Yangquan,37.8576,113.5762,China,1300000.0
Mbuji-Mayi,-6.1209,23.5967,Congo (Kinshasa),1295000.0
Haicheng,40.8523,122.7474,China,1293877.0
Gaozhou,21.9392,110.8461,China,1288665.0
Yingtan,28.2333,117.0,China,1288615.0
Wuzhong,37.9874,106.1919,China,1284000.0
Zhangye,38.9355,100.4553,China,1270000.0
Jabalpur,23.1667,79.9333,India,1267564.0
Rucheng,32.3852,120.5634,China,1267066.0
Nizhniy Novgorod,56.3269,44.0075,Russia,1264075.0
Huaiyin,33.58,119.03,China,1264000.0
Thane,19.18,72.9633,India,1261517.0
Shaoyang,32.9387,119.8404,China,1253548.0
Yangshe,31.8775,120.5512,China,1253100.0
Yichun,47.7235,128.8893,China,1250000.0
Comayaguela,14.0833,-87.2167,Honduras,1250000.0
Laiwu,36.1833,117.6667,China,1248636.0
Dhanbad,23.7928,86.435,India,1246000.0
Dayan,26.8808,100.2208,China,1244769.0
Kazan,55.7908,49.1144,Russia,1243500.0
Jiangyin,31.9087,120.2653,China,1241045.0
Yongcheng,33.9317,116.4459,China,1240382.0
Calgary,51.05,-114.0667,Canada,1239220.0
Can Tho,10.0333,105.7833,Vietnam,1237300.0
Abuja,9.0556,7.4914,Nigeria,1235880.0
Suwon,37.2858,127.01,"Korea, South",1234300.0
Yiwu,29.3081,120.0698,China,1234015.0
Al Basrah,30.4889,47.81,Iraq,1225793.0
Mandalay,21.9769,96.0869,Burma,1225546.0
Beidao,34.6,105.92,China,1225000.0
Shuangshui,26.5944,104.8333,China,1221000.0
Sevilla,37.3828,-5.9731,Spain,1212045.0
Vila Velha,3.2167,-51.2167,Brazil,1209091.0
Providence,41.823,-71.4187,United States,1203230.0
Chelyabinsk,55.15,61.4,Russia,1202371.0
Qom,34.6461,50.8789,Iran,1201158.0
Allahabad,25.455,81.84,India,1201000.0
Tunis,36.8008,10.18,Tunisia,1200000.0
Mombasa,-4.05,39.6667,Kenya,1200000.0
Varanasi,25.3189,83.0128,India,1198491.0
Maiduguri,11.8333,13.15,Nigeria,1197497.0
Rosario,-32.9575,-60.6394,Argentina,1193605.0
Maputo,-25.9153,32.5764,Mozambique,1191613.0
Benin City,6.3176,5.6145,Nigeria,1190000.0
Xinyu,27.795,114.9242,China,1186700.0
Ahvaz,31.3203,48.6692,Iran,1184788.0
Jacksonville,30.3322,-81.6749,United States,1181496.0
Medina,24.4667,39.6,Saudi Arabia,1180770.0
Srinagar,34.0911,74.8061,India,1180570.0
Huazhou,21.654,110.6294,China,1178809.0
Omsk,54.9667,73.3833,Russia,1178391.0
Xiantao,30.3833,113.4,China,1175085.0
Cilacap,-7.7167,109.017,Indonesia,1174964.0
Dublin,53.3425,-6.2658,Ireland,1173179.0
Samara,53.1833,50.1167,Russia,1169719.0
Guankou,28.1417,113.625,China,1168056.0
Bandar Lampung,-5.4294,105.2625,Indonesia,1166761.0
Ulsan,35.55,129.3167,"Korea, South",1166033.0
Dingzhou,38.5158,114.9845,China,1165182.0
Campinas,-22.9009,-47.0573,Brazil,1164098.0
Lianyuan,27.6961,111.6659,China,1162928.0
Rongcheng,29.8239,112.9019,China,1162770.0
Nay Pyi Taw,19.8028,96.1583,Burma,1160242.0
Kaiyuan,36.0656,113.8153,China,1160000.0
Zhuji,29.7169,120.2314,China,1157938.0
Zapopan,20.7167,-103.4,Mexico,1155790.0
Leiyang,26.4179,112.8457,China,1151554.0
Dakar,14.7319,-17.4572,Senegal,1146053.0
Dadukou,26.5849,101.7149,China,1144000.0
Quetta,30.192,67.007,Pakistan,1140000.0
Amritsar,31.6167,74.85,India,1132383.0
Yingchuan,34.1511,113.4733,China,1131896.0
Aligarh,27.88,78.08,India,1131160.0
Callao,-12.0611,-77.1333,Peru,1129854.0
Tegucigalpa,14.0942,-87.2067,Honduras,1126534.0
Tripoli,32.8752,13.1875,Libya,1126000.0
Bhiwandi,19.3,73.0667,India,1125898.0
Rostov,47.2333,39.7167,Russia,1125299.0
Zhoushan,30.0162,122.0988,China,1121261.0
Tbilisi,41.7225,44.7925,Georgia,1118035.0
Ufa,54.7333,55.9667,Russia,1115560.0
Fes,34.0433,-5.0033,Morocco,1112072.0
Nezahualcoyotl,19.4,-98.9889,Mexico,1110565.0
Ciudad Nezahualcoyotl,19.41,-99.03,Mexico,1109363.0
Bien Hoa,10.9575,106.8426,Vietnam,1104000.0
Mexicali,32.6633,-115.4678,Mexico,1102342.0
Gwalior,26.215,78.1931,India,1101981.0
Ankang,32.6877,109.0235,China,1100000.0
Hegang,47.3139,130.2775,China,1100000.0
Ikare,7.5304,5.76,Nigeria,1099931.0
Salt Lake City,40.7777,-111.9306,United States,1098526.0
Bhilai,21.2167,81.4333,India,1097000.0
Yuyao,30.0372,121.1546,China,1095000.0
Hanchuan,30.652,113.8274,China,1092700.0
Gongzhuling,43.5036,124.8088,China,1092692.0
N'Djamena,12.11,15.05,Chad,1092066.0
Irbid,32.5556,35.85,Jordan,1088100.0
Cologne,50.9422,6.9578,Germany,1085664.0
Copenhagen,55.6786,12.5635,Denmark,1085000.0
Krasnoyarsk,56.0167,92.8667,Russia,1083865.0
Yicheng,31.3697,119.8239,China,1082929.0
Mizhou,36.0,119.4167,China,1081960.0
Nashville,36.1715,-86.7843,United States,1081903.0
Nur-Sultan,51.1333,71.4333,Kazakhstan,1078362.0
Nouakchott,18.0783,-15.9744,Mauritania,1077169.0
Haora,22.59,88.31,India,1077075.0
Yerevan,40.1814,44.5144,Armenia,1075800.0
Richmond,37.5295,-77.4756,United States,1075798.0
Vereeniging,-26.6736,27.9319,South Africa,1074000.0
Taixing,32.1724,120.0142,China,1073921.0
Sao Luis,-2.53,-44.3028,Brazil,1073893.0
San Pedro Sula,15.5,-88.0333,Honduras,1073824.0
Ranchi,23.3556,85.3347,India,1073440.0
Memphis,35.1046,-89.9773,United States,1066967.0
Edmonton,53.5344,-113.4903,Canada,1062643.0
Goyang,37.6564,126.835,"Korea, South",1061929.0
Xishan,27.6609,113.4946,China,1060000.0
Barquisimeto,10.0678,-69.3467,Venezuela,1059092.0
Sendai,38.2683,140.8694,Japan,1058070.0
Bezwada,16.5167,80.6167,India,1048240.0
Perm,58.0139,56.2489,Russia,1048005.0
Voronezh,51.6717,39.2106,Russia,1047549.0
Changwon,35.2281,128.6811,"Korea, South",1046054.0
Zhongwei,37.5139,105.1884,China,1046000.0
Shouguang,36.8833,118.7333,China,1039205.0
Raleigh,35.8325,-78.6435,United States,1038738.0
Cartagena,10.4236,-75.5253,Colombia,1036412.0
Matola,-25.9667,32.4667,Mozambique,1032197.0
Ogbomoso,8.1333,4.25,Nigeria,1032000.0
Ashgabat,37.95,58.3833,Turkmenistan,1031992.0
Amsterdam,52.35,4.9166,Netherlands,1031000.0
E'zhou,30.3972,114.8842,China,1031000.0
Bogor,-6.6,106.8,Indonesia,1030720.0
Tekirdag,40.9833,27.5167,Turkey,1029927.0
Patam,1.0678,104.0167,Indonesia,1029808.0
Maceio,-9.6658,-35.735,Brazil,1029129.0
Linhai,28.8523,121.1409,China,1028813.0
Managua,12.15,-86.2667,Nicaragua,1028808.0
Bishkek,42.8667,74.5667,Kyrgyzstan,1027200.0
Niamey,13.5086,2.1111,Niger,1026848.0
Chandigarh,30.7353,76.7911,India,1026459.0
Shubra al Khaymah,30.1286,31.2422,Egypt,1025569.0
Wafangdian,39.6271,121.9972,China,1024876.0
Zhongxiang,31.169,112.5853,China,1022514.0
Monrovia,6.3106,-10.8047,Liberia,1021762.0
New Orleans,30.0687,-89.9288,United States,1020886.0
Shymkent,42.3,69.6,Kazakhstan,1018974.0
Volgograd,48.7,44.4833,Russia,1015586.0
Mysore,12.3086,76.6531,India,1014227.0
Odesa,46.4775,30.7326,Ukraine,1010783.0
Raipur,21.2379,81.6337,India,1010087.0
Arequipa,-16.3988,-71.5369,Peru,1008290.0
Nice,43.7034,7.2663,France,1006402.0
Port Harcourt,4.75,7.0,Nigeria,1005904.0
Louisville,38.1663,-85.6485,United States,1005654.0
Rotterdam,51.92,4.48,Netherlands,1005000.0
Zaoyang,32.1287,112.7581,China,1004741.0
Shuizhai,33.4433,114.8994,China,1003698.0
Kota,25.18,75.83,India,1001694.0
Quang Ha,16.06,108.25,Vietnam,1000000.0
Abu Dhabi,24.4781,54.3686,United Arab Emirates,1000000.0
Bareilly,28.364,79.415,India,1000000.0
Kitaku,33.8704,130.82,Japan,997536.0
Jodhpur,26.2918,73.0168,India,995000.0
Xingcheng,24.1681,115.6669,China,993000.0
Dongtai,32.8534,120.3037,China,990306.0
Ottawa,45.4247,-75.695,Canada,989567.0
Joinvile,-26.32,-48.8399,Brazil,988000.0
Port-au-Prince,18.5425,-72.3386,Haiti,987310.0
Yingcheng,24.1876,113.4042,China,986400.0
Glasgow,55.8609,-4.2514,United Kingdom,985290.0
Dnipro,48.45,34.9833,Ukraine,983836.0
Danyang,31.9948,119.575,China,980662.0
Natal,-6.9838,-60.2699,Brazil,980588.0
Chiba,35.6,140.1,Japan,980203.0
Zhaodong,46.0635,125.9773,China,980000.0
Xibeijie,39.737,98.5049,China,977600.0
Kathmandu,27.7167,85.3667,Nepal,975453.0
Kirkuk,35.4667,44.4,Iraq,975000.0
Oklahoma City,35.4676,-97.5136,United States,972943.0
Stockholm,59.3294,18.0686,Sweden,972647.0
Huilong,31.8131,121.6574,China,972525.0
Naples,40.8333,14.25,Italy,972212.0
Tongjin,37.2361,127.2011,"Korea, South",971327.0
Toulouse,43.6045,1.444,France,968638.0
Denizli,37.7731,29.0878,Turkey,963464.0
Asmara,15.3333,38.9167,Eritrea,963000.0
Coimbatore,11.0,76.9667,India,959823.0
Luocheng,22.7645,111.5745,China,959006.0
Dispur,26.15,91.77,India,957352.0
Guwahati,26.1667,91.7667,India,957352.0
Shima,24.4475,117.8118,China,956400.0
Solapur,17.6833,75.9167,India,951558.0
Freetown,8.4833,-13.2331,Sierra Leone,951000.0
Songnam,37.4386,127.1378,"Korea, South",948757.0
Tangier,35.7847,-5.8125,Morocco,947952.0
Anqiu,36.3619,119.1072,China,947723.0
Feicheng,36.186,116.772,China,946627.0
Taishan,22.2486,112.785,China,941095.0
Khartoum North,15.6333,32.6333,Sudan,936349.0
Meishan,34.1736,112.839,China,936000.0
Kisangani,0.5153,25.1911,Congo (Kinshasa),935977.0
Aguascalientes,21.876,-102.296,Mexico,934424.0
Nada,19.5,109.5833,China,932356.0
Taihecun,45.768,131.0063,China,930000.0
Donetsk,48.0089,37.8042,Ukraine,929063.0
Marrakech,31.6295,-7.9811,Morocco,928850.0
Wuchuan,21.4571,110.7659,China,927275.0
Taihe,30.8706,105.3784,China,924531.0
Bridgeport,41.1918,-73.1953,United States,924449.0
Cebu City,10.3,123.9,Philippines,922611.0
Olinda,-8.0,-34.85,Brazil,921840.0
Xin'an,34.3662,118.3369,China,920628.0
Trujillo,-8.1119,-79.0289,Peru,919899.0
Jerusalem,31.7833,35.2167,Israel,919438.0
Trichinopoly,10.8269,78.6928,India,916857.0
Padang,-0.9556,100.3606,Indonesia,914970.0
Buffalo,42.9016,-78.8487,United States,914341.0
Qingzhou,36.6967,118.4797,China,914047.0
Xinyi,22.3559,110.9369,China,913708.0
Lichuan,30.2965,108.9378,China,913700.0
Daye,30.1003,114.9699,China,909724.0
Fort Worth,32.7811,-97.3473,United States,909585.0
Zhuanghe,39.6896,122.9664,China,905852.0
Hartford,41.7661,-72.6834,United States,905152.0
Ad Dammam,26.4333,50.1,Saudi Arabia,903312.0
Lhasa,29.65,91.1,China,902500.0
Jiaozhou,36.2481,119.9625,China,900500.0
Homs,34.7333,36.7167,Syria,900492.0
Merida,20.97,-89.62,Mexico,892363.0
Hubli,15.36,75.125,India,890000.0
Zaria,11.0667,7.7,Nigeria,889000.0
Abeokuta,7.15,3.35,Nigeria,888924.0
Tucson,32.1545,-110.8782,United States,888486.0
Dengtalu,36.08,114.35,China,887000.0
Krasnodar,45.0333,38.9833,Russia,881476.0
Panama City,9.0,-79.5,Panama,880691.0
Chihuahua,28.6353,-106.0889,Mexico,878062.0
Klang,3.0333,101.45,Malaysia,878000.0
Natal,-5.795,-35.2089,Brazil,877662.0
Novo Hamburgo,-29.7096,-51.14,Brazil,876990.0
Campo Grande,-20.4686,-54.6222,Brazil,874210.0
Laiyang,36.9758,120.7136,China,874127.0
Barinas,8.6333,-70.2167,Venezuela,873962.0
Jos,9.9333,8.8833,Nigeria,873943.0
Jalandhar,31.3256,75.5792,India,873725.0
Kaifeng Chengguanzhen,34.85,114.35,China,872000.0
Eskisehir,39.7767,30.5206,Turkey,871187.0
Turin,45.0667,7.7,Italy,870952.0
Marseille,43.2964,5.37,France,870018.0
Gaomi,36.3833,119.75,China,868715.0
Bucheon,37.4989,126.7831,"Korea, South",867678.0
Ipoh,4.6,101.07,Malaysia,866772.0
Hai'an,32.532,120.4604,China,866337.0
Liverpool,53.4,-2.9833,United Kingdom,864122.0
Zamboanga City,6.9167,122.0833,Philippines,861799.0
Weichanglu,37.1792,119.9333,China,859424.0
Portsmouth,50.8058,-1.0872,United Kingdom,855679.0
Southampton,50.9,-1.4,United Kingdom,855569.0
Pekanbaru,0.5333,101.45,Indonesia,855221.0
Leping,28.9632,117.1203,China,852800.0
Erbil,36.1911,44.0094,Iraq,852500.0
Oran,35.6969,-0.6331,Algeria,852000.0
Kermanshah,34.3167,47.0686,Iran,851405.0
Sale,34.05,-6.8167,Morocco,850403.0
Hailun,47.4585,126.9632,China,850000.0
Yangchun,22.1667,111.7833,China,849504.0
Macheng,31.1817,115.0189,China,849090.0
Omaha,41.2627,-96.0522,United States,847819.0
Ilorin,8.5,4.55,Nigeria,847582.0
Teresina,-5.0949,-42.8042,Brazil,847430.0
Saratov,51.5333,46.0,Russia,845300.0
Iguacu,-22.74,-43.47,Brazil,844583.0
El Paso,31.8479,-106.4309,United States,843386.0
Yuci,37.6804,112.73,China,840000.0
Dehui,44.5323,125.6965,China,839786.0
Bhubaneshwar,20.2644,85.8281,India,837737.0
Lome,6.1319,1.2228,Togo,837437.0
Tongchuan,34.9057,108.9422,China,835600.0
Denpasar,-8.6667,115.2167,Indonesia,834881.0
Naucalpan de Juarez,19.4753,-99.2378,Mexico,833779.0
Cheongju,36.6372,127.4897,"Korea, South",833276.0
Warri,5.5167,5.75,Nigeria,830106.0
Pointe-Noire,-4.7889,11.8653,Congo (Brazzaville),829134.0
Rongjiawan,29.3801,113.1,China,826000.0
San Luis Potosi,22.1511,-100.9761,Mexico,824229.0
Renqiu,38.7094,116.1008,China,822455.0
Butterworth,5.3942,100.3664,Malaysia,821652.0
Honolulu,21.3294,-157.846,United States,820987.0
Toluca,19.2925,-99.6569,Mexico,819561.0
Xindi,29.8182,113.4653,China,819446.0
Wu'an,36.6941,114.1847,China,819000.0
Sao Bernardo do Campo,-23.6939,-46.565,Brazil,816925.0
Wutong,30.6326,120.5474,China,815848.0
Bhayandar,19.3,72.85,India,814655.0
Hermosillo,29.0989,-110.9542,Mexico,812229.0
Gaoyou,32.7847,119.4432,China,811800.0
Yiyang,26.4103,112.3913,China,810447.0
Hejian,38.4451,116.0897,China,810306.0
Puxi,35.2125,114.735,China,809535.0
Trabzon,41.005,39.7225,Turkey,807903.0
Zijinglu,34.7513,112.9854,China,807857.0
Saltillo,25.4333,-101.0,Mexico,807537.0
Xiashi,30.5333,120.6833,China,806966.0
Taguig City,14.5167,121.05,Philippines,804915.0
Queretaro,20.5875,-100.3928,Mexico,804663.0
Dongyang,29.2785,120.2282,China,804398.0
McAllen,26.2273,-98.2471,United States,804114.0
Joao Pessoa,-7.0833,-34.8333,Brazil,801718.0
Qingping,34.538,113.3796,China,797200.0
Libreville,0.3901,9.4544,Gabon,797003.0
Niigata,37.9161,139.0364,Japan,796500.0
Valencia,39.4667,-0.375,Spain,794288.0
Hamamatsu,34.7167,137.7333,Japan,791770.0
Zagreb,45.8,15.95,Croatia,790017.0
Xiangxiang,27.7389,112.5223,China,787216.0
Moradabad,28.8418,78.7568,India,787000.0
Culiacan,24.8069,-107.3939,Mexico,785800.0
Morelia,19.7683,-101.1894,Mexico,784776.0
Xingyi,25.091,104.9011,China,783120.0
Chaohucun,31.6783,117.7353,China,782000.0
Lilongwe,-13.9833,33.7833,Malawi,781538.0
Dushanbe,38.5731,68.7864,Tajikistan,780000.0
Malang,-7.98,112.62,Indonesia,780000.0
Antipolo,14.5842,121.1763,Philippines,776386.0
Cencheng,22.9297,111.0186,China,772113.0
Fuyang,30.0533,119.9519,China,771000.0
Nottingham,52.95,-1.15,United Kingdom,768638.0
Hempstead,40.6629,-73.6089,United States,768057.0
Erzurum,39.9097,41.2756,Turkey,767848.0
Al `Ayn,24.2075,55.7447,United Arab Emirates,766936.0
Krakow,50.0614,19.9372,Poland,766739.0
Songzi,30.1772,111.7732,China,765911.0
Laixi,36.8667,120.5333,China,762900.0
Zhongba,31.7761,104.7406,China,762140.0
Cotonou,6.4,2.52,Benin,762000.0
Albuquerque,35.1053,-106.6464,United States,761195.0
Qingnian,36.8494,115.7061,China,760781.0
Kaduna,10.5231,7.4403,Nigeria,760084.0
Vientiane,17.9667,102.6,Laos,760000.0
Xinhualu,34.3962,113.7249,China,758079.0
Guangshui,31.6189,113.8229,China,755910.0
Pasig City,14.575,121.0833,Philippines,755300.0
Samarinda,-0.5022,117.1536,Indonesia,753370.0
Frankfurt,50.1136,8.6797,Germany,753056.0
Colombo,6.9167,79.8333,Sri Lanka,752993.0
Ciudad Guayana,8.3596,-62.6517,Venezuela,751331.0
Hungnam,39.8231,127.6232,"Korea, North",751322.0
Pietermaritzburg,-29.5833,30.4167,South Africa,750845.0
Tlalnepantla,19.5367,-99.1947,Mexico,750224.0
Kolhapur,16.7,74.2333,India,750000.0
Changhua,24.0667,120.5333,Taiwan,750000.0
Cucuta,7.9075,-72.5047,Colombia,750000.0
Licheng,31.4174,119.4786,China,749522.0
Kigali,-1.9536,30.0606,Rwanda,745261.0
Tyumen,57.15,65.5333,Russia,744554.0
San Cristobal,7.7682,-72.2322,Venezuela,743924.0
Thiruvananthapuram,8.5,76.8997,India,743691.0
Cancun,21.1606,-86.8475,Mexico,743626.0
Zaporizhzhia,47.8378,35.1383,Ukraine,741717.0
Pretoria,-25.7464,28.1881,South Africa,741651.0
Chengguan,35.4599,113.7975,China,740435.0
Nehe,48.48,124.8738,China,740000.0
Birmingham,33.5277,-86.7987,United States,739573.0
Kumamoto,32.8031,130.7078,Japan,739393.0
Zunhua,40.1881,117.9593,China,737011.0
Orumiyeh,37.55,45.1,Iran,736224.0
Oyo,7.8333,3.9333,Nigeria,736072.0
Wugang,26.7345,110.6293,China,734870.0
Bangui,4.3732,18.5628,Central African Republic,734350.0
Shuangqiao,35.0833,112.5833,China,733000.0
Sokoto,13.0622,5.2339,Nigeria,732178.0
Sizhan,39.0099,106.3694,China,730400.0
Langzhong,31.5833,105.972,China,728935.0
Qian'an,40.0059,118.6973,China,728160.0
Rennes,48.1147,-1.6794,France,727357.0
Zouping,36.8625,117.7424,China,726722.0
Reynosa,26.0922,-98.2778,Mexico,725793.0
Bremen,53.1153,8.7975,Germany,724909.0
An Najaf,32.029,44.3396,Iraq,724700.0
Lviv,49.8419,24.0315,Ukraine,724314.0
Bristol,51.45,-2.5833,United Kingdom,724000.0
Guli,28.9008,120.0284,China,723490.0
Sagamihara,35.5667,139.3667,Japan,722828.0
Sarasota,27.3386,-82.5431,United States,722243.0
Mississauga,43.6,-79.65,Canada,721599.0
Lingbao Chengguanzhen,34.5221,110.8786,China,721049.0
Okayama,34.65,133.9167,Japan,720865.0
Anlu,31.2575,113.6783,China,720000.0
Wusong,30.9333,117.7667,China,720000.0
Dayton,39.7797,-84.1998,United States,718353.0
Enugu,6.4403,7.4942,Nigeria,715774.0
Xichang,27.8983,102.2706,China,712434.0
Santo Andre,-23.6572,-46.5333,Brazil,710210.0
Chengxiang,31.4515,121.1043,China,709500.0
George Town,5.4145,100.3292,Malaysia,708127.0
Tolyatti,53.5167,49.4167,Russia,707408.0
Saharanpur,29.964,77.546,India,705478.0
Winnipeg,49.8844,-97.1464,Canada,705244.0
Quebec City,46.8139,-71.2081,Canada,705103.0
Dashiqiao,40.6328,122.5021,China,704891.0
Warangal,17.9756,79.6011,India,704570.0
Rochester,43.168,-77.6162,United States,703952.0
Fresno,36.7831,-119.7941,United States,703498.0
Jaboatao,-8.1803,-35.0014,Brazil,702621.0
Latakia,35.5236,35.7917,Syria,700000.0
Changsha,22.3762,112.6877,China,699242.0
Soledad,10.92,-74.77,Colombia,698852.0
Riga,56.9475,24.1069,Latvia,698529.0
Osasco,-23.5328,-46.7919,Brazil,694844.0
Bauchi,10.3158,9.8442,Nigeria,693700.0
Hamilton,43.2567,-79.8692,Canada,693645.0
Oslo,59.9111,10.7528,Norway,693494.0
Salem,11.65,78.1667,India,693236.0
Shishi,24.7355,118.6434,China,693000.0
Banjarmasin,-3.3333,114.5833,Indonesia,692793.0
Miluo Chengguanzhen,28.8049,113.0745,China,692080.0
Guadalupe,25.6775,-100.2597,Mexico,691931.0
Gaizhou,40.4019,122.3499,China,691595.0
Shizuoka,34.9756,138.3825,Japan,691185.0
Malegaon,20.55,74.55,India,690844.0
Lodz,51.7769,19.4547,Poland,690422.0
Karbala',32.6167,44.0333,Iraq,690100.0
Leling,37.7333,117.2167,China,689867.0
Sao Jose dos Campos,-23.1789,-45.8869,Brazil,688597.0
Grenoble,45.1715,5.7224,France,687985.0
Acapulco de Juarez,16.8636,-99.8825,Mexico,687608.0
Jianshe,34.2189,113.7693,China,687130.0
Chisinau,47.0056,28.8575,Moldova,685900.0
Sheffield,53.3833,-1.4667,United Kingdom,685368.0
Aracaju,-10.9111,-37.0717,Brazil,685356.0
Jingcheng,32.0058,120.2547,China,684360.0
Allentown,40.5961,-75.4756,United States,683794.0
Bahawalpur,29.3956,71.6722,Pakistan,681696.0
Xinmin,41.9952,122.8224,China,680000.0
Xigaze,29.2649,88.8799,China,679771.0
Shanhu,29.5908,120.8176,China,679762.0
Zhongshu,27.8116,106.4133,China,679624.0
Torreon,25.5394,-103.4486,Mexico,679288.0
Gold Coast,-28.0167,153.4,Australia,679127.0
Tasikmalaya,-7.3333,108.2,Indonesia,678027.0
Kochi,9.9667,76.2833,India,677381.0
Cagayan de Oro,8.4833,124.65,Philippines,675950.0
Palermo,38.1157,13.3613,Italy,674435.0
Gorakhpur,26.7611,83.3667,India,673446.0
